method,ate,se,ci_lower,ci_upper,n_treated,n_control,ground_truth_ate,bias,abs_bias,relative_bias,covers_truth,study,pattern,beta,seed,dataset_path,ground_truth_se,n_obs,propensity_mean,propensity_std,propensity_min,propensity_max,n_used,r_squared,n_matched,match_rate,caliper_used,error
ipw,2425.9502301933744,52.90249564972162,2322.26133871992,2529.639121666829,,,2494.929066733021,-68.97883653964664,68.97883653964664,-0.027647614298698605,True,anchoring4,polideo,1.5,42,confounded_datasets/anchoring4/polideo_beta1.5_seed42.csv,27.510776742010567,2823,0.532055592050754,0.28180950035591223,0.03530408857056011,0.9347432812049076,2823.0,,,,,
outcome_regression,2502.559327010535,48.99327057114092,2406.532516691099,2598.5861373299713,,,2494.929066733021,7.630260277514026,7.630260277514026,0.0030583075003031857,True,anchoring4,polideo,1.5,42,confounded_datasets/anchoring4/polideo_beta1.5_seed42.csv,27.510776742010567,2823,,,,,2823.0,0.5866245444687117,,,,
aipw,2432.162391600038,49.58651789188205,2334.9728165319493,2529.351966668127,,,2494.929066733021,-62.76667513298298,62.76667513298298,-0.025157699258830095,True,anchoring4,polideo,1.5,42,confounded_datasets/anchoring4/polideo_beta1.5_seed42.csv,27.510776742010567,2823,0.532055592050754,0.28180950035591223,,,2823.0,,,,,
psm,2570.2743333333337,38.27742008767726,2495.250589961486,2645.2980767051813,1502.0,1321.0,2494.929066733021,75.3452666003127,75.3452666003127,0.030199362220334938,False,anchoring4,polideo,1.5,42,confounded_datasets/anchoring4/polideo_beta1.5_seed42.csv,27.510776742010567,2823,,,,,,,1500.0,0.9986684420772304,0.05636190007118245,
naive,2480.1063251563255,39.13984929400099,2403.3922205400836,2556.8204297725674,1512.0,1320.0,2494.929066733021,-14.822741576695535,14.822741576695535,-0.005941147495670143,True,anchoring4,polideo,2.0,42,confounded_datasets/anchoring4/polideo_beta2.0_seed42.csv,27.510776742010567,2832,,,,,,,,,,
ipw,2446.734688804697,58.12930265592532,2332.801255599083,2560.6681220103105,,,2494.929066733021,-48.19437792832423,48.19437792832423,-0.01931693312284515,True,anchoring4,polideo,2.0,42,confounded_datasets/anchoring4/polideo_beta2.0_seed42.csv,27.510776742010567,2832,0.5338550048342082,0.3206340236543555,0.012370993794534409,0.96995930534159,2832.0,,,,,
outcome_regression,2533.1381028339893,56.70088535018835,2422.00436754762,2644.2718381203586,,,2494.929066733021,38.209036100968206,38.209036100968206,0.015314678325104024,True,anchoring4,polideo,2.0,42,confounded_datasets/anchoring4/polideo_beta2.0_seed42.csv,27.510776742010567,2832,,,,,2832.0,0.5864783554666301,,,,
aipw,2451.9719471757267,55.28934916992102,2343.6048228026816,2560.3390715487717,,,2494.929066733021,-42.95711955729439,42.95711955729439,-0.01721777189182556,True,anchoring4,polideo,2.0,42,confounded_datasets/anchoring4/polideo_beta2.0_seed42.csv,27.510776742010567,2832,0.5338550048342082,0.3206340236543555,,,2832.0,,,,,
psm,2517.463955026455,37.054316177497505,2444.83749531856,2590.0904147343504,1512.0,1320.0,2494.929066733021,22.53488829343405,22.53488829343405,0.009032276145206127,True,anchoring4,polideo,2.0,42,confounded_datasets/anchoring4/polideo_beta2.0_seed42.csv,27.510776742010567,2832,,,,,,,1512.0,1.0,0.06412680473087111,
naive,2483.212659327246,39.02279162964084,2406.72798773315,2559.697330921342,1469.0,1363.0,2494.929066733021,-11.716407405775044,11.716407405775044,-0.004696088382631682,True,anchoring4,age,0.1,42,confounded_datasets/anchoring4/age_beta0.1_seed42.csv,27.510776742010567,2832,,,,,,,,,,
ipw,2480.0710531739833,38.54205157076626,2404.5286320952814,2555.613474252685,,,2494.929066733021,-14.858013559037772,14.858013559037772,-0.005955284964671786,True,anchoring4,age,0.1,42,confounded_datasets/anchoring4/age_beta0.1_seed42.csv,27.510776742010567,2832,0.5187120621317769,0.02287277023303534,0.4770259232428078,0.6173630905308611,2832.0,,,,,
outcome_regression,2480.4069475193755,38.77105127727204,2404.4156870159222,2556.398208022829,,,2494.929066733021,-14.52211921364551,14.52211921364551,-0.005820654144953894,True,anchoring4,age,0.1,42,confounded_datasets/anchoring4/age_beta0.1_seed42.csv,27.510776742010567,2832,,,,,2832.0,0.5884484556885836,,,,
aipw,2480.3008982980145,39.067992246589355,2403.7276334946996,2556.8741631013295,,,2494.929066733021,-14.6281684350065,14.6281684350065,-0.005863160051344194,True,anchoring4,age,0.1,42,confounded_datasets/anchoring4/age_beta0.1_seed42.csv,27.510776742010567,2832,0.5187120621317769,0.02287277023303534,,,2832.0,,,,,
psm,2579.172226004084,39.201797151010894,2502.336703588103,2656.0077484200656,1469.0,1363.0,2494.929066733021,84.24315927106318,84.24315927106318,0.03376575326102364,False,anchoring4,age,0.1,42,confounded_datasets/anchoring4/age_beta0.1_seed42.csv,27.510776742010567,2832,,,,,,,1469.0,1.0,0.004574554046607069,
naive,2483.8356821730467,39.122142202563175,2407.1562834560227,2560.5150808900707,1476.0,1359.0,2494.929066733021,-11.09338455997431,11.09338455997431,-0.004446372727742723,True,anchoring4,age,0.25,42,confounded_datasets/anchoring4/age_beta0.25_seed42.csv,27.510776742010567,2835,,,,,,,,,,
ipw,2472.0910083688705,38.446847272150315,2396.735187715456,2547.446829022285,,,2494.929066733021,-22.838058364150584,22.838058364150584,-0.009153790650271202,True,anchoring4,age,0.25,42,confounded_datasets/anchoring4/age_beta0.25_seed42.csv,27.510776742010567,2835,0.5206168113838385,0.059032213946384755,0.4490121267679304,0.7681820851813909,2835.0,,,,,
outcome_regression,2475.0889896104522,38.240712999699376,2400.1371921310415,2550.040787089863,,,2494.929066733021,-19.8400771225688,19.8400771225688,-0.007952160799724996,True,anchoring4,age,0.25,42,confounded_datasets/anchoring4/age_beta0.25_seed42.csv,27.510776742010567,2835,,,,,2835.0,0.5867717784198937,,,,
aipw,2472.490232894117,39.58562939374653,2394.902399282374,2550.07806650586,,,2494.929066733021,-22.438833838903975,22.438833838903975,-0.008993776271277504,True,anchoring4,age,0.25,42,confounded_datasets/anchoring4/age_beta0.25_seed42.csv,27.510776742010567,2835,0.5206168113838385,0.059032213946384755,,,2835.0,,,,,
psm,2488.0370244565215,39.05153668884653,2411.496012546382,2564.578036366661,1476.0,1359.0,2494.929066733021,-6.892042276499524,6.892042276499524,-0.002762420129853348,True,anchoring4,age,0.25,42,confounded_datasets/anchoring4/age_beta0.25_seed42.csv,27.510776742010567,2835,,,,,,,1472.0,0.997289972899729,0.011806442789276951,
naive,2478.5730371510394,39.10883632543687,2401.919717953183,2555.226356348896,1451.0,1364.0,2494.929066733021,-16.356029581981602,16.356029581981602,-0.006555709258459587,True,anchoring4,age,0.5,42,confounded_datasets/anchoring4/age_beta0.5_seed42.csv,27.510776742010567,2815,,,,,,,,,,
ipw,2450.278185271501,41.26156451977693,2369.405518812738,2531.150851730264,,,2494.929066733021,-44.65088146151993,44.65088146151993,-0.01789665367921178,True,anchoring4,age,0.5,42,confounded_datasets/anchoring4/age_beta0.5_seed42.csv,27.510776742010567,2815,0.5154056970307611,0.1164007295217354,0.3763713974000844,0.9373891558332217,2815.0,,,,,
outcome_regression,2460.2939282785924,39.81711049519135,2382.2523917080175,2538.3354648491672,,,2494.929066733021,-34.63513845442867,34.63513845442867,-0.013882213693466473,True,anchoring4,age,0.5,42,confounded_datasets/anchoring4/age_beta0.5_seed42.csv,27.510776742010567,2815,,,,,2815.0,0.5878327990872853,,,,
aipw,2448.2774301487275,40.52982836937056,2368.838966544761,2527.715893752694,,,2494.929066733021,-46.651636584293556,46.651636584293556,-0.018698582339008712,True,anchoring4,age,0.5,42,confounded_datasets/anchoring4/age_beta0.5_seed42.csv,27.510776742010567,2815,0.5154056970307611,0.1164007295217354,,,2815.0,,,,,
